name,hard_coded_name,normed_name,oid,name_1,oid_1,name_2,oid_2,name_3,oid_3,name_4,oid_4,name_5,oid_5,name_6,oid_6,name_7,oid_7,name_8,oid_8,name_9,oid_9,name_10,oid_10,name_11,oid_11,name_12,oid_12,name_13,oid_13,name_14,oid_14,name_15,oid_15,name_16,oid_16,name_17,oid_17,name_18,oid_18,name_19,oid_19,name_20,oid_20,name_21,oid_21,name_22,oid_22,name_23,oid_23,name_24,oid_24,name_25,oid_25,name_26,oid_26,name_27,oid_27
Simi Group,,simi group,803,Simi Group,111809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simi Valley Unified School District,,simi valley unified school district,521,Simi Valley Unified School District,113346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simmons Bedding Company,,simmons bedding company,1410,Simmons Bedding Company,113802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Wiesenthal Center Museum Of Tolerance,,simon wiesenthal center museum of tolerance,1803,Simon Wiesenthal Center Museum Of Tolerance,113251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Simon Wiesenthal Center, Inc.",,simon wiesenthal center,15918,Simon Wiesenthal Center,115724,Simon Wiesenthal Center Inc,109866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Siris Capital Group, LLC",,siris capital group,4862,Siris Capital Group LLC,108068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyoucounty Of,,siskiyoucounty of,2113,Siskiyoucounty Of,112647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Skanska Infrastructure Development, Inc.",,skanska infrastructure development,3214,Skanska Infrastructure Development Inc,109698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sks Investments, LLC",,sks investments,4947,Sks Investments LLC,110552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky View Parc II,,sky view parc ii,114947,"Sky View Parc Ii, LP",117794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skyles Insurance Agency,,skyles insurance agency,902,Skyles Insurance Agency,113998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sl Capital Partners LLP,,sl capital partners,4741,Sl Capital Partners LLP,108032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sl Green Realty Corp.,,sl green realty corp,116768,Sl Green Realty Corp,119428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slater Associates,,slater associates,5556,Slater Associates,109077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sloat Higgins Jensen And Associates,,sloat higgins jensen and associates,1667,Sloat Higgins Jensen And Associates LLC,114493,Sloat Higgins Jensen And Associates,113050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slow Food California,,slow food california,5590,Slow Food California,108987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small Business California,,small business california,2779,Small Business California,109828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small Business Fantasy Sports Trade Association,,small business fantasy sports trade association,30255,Small Business Fantasy Sports Trade Association,108723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small School Districts Association,,small school districts association,861,Small School Districts Association,110393,Small School Districts' Association,95915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small Uav Coalition,,small uav coalition,19319,Small Uav Coalition,108853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Small Ventures U.S.A., LLC",,small ventures usa,430,Small Ventures USA LLC,114165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smart Business Advisory And Consulting LLC,,smart business advisory and consulting,121280,"Smart Business Advisory And Consulting, LLC",122388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smart Horizons Career Online Education,,smart horizons career online education,19214,Smart Horizons Career Online Education,108930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smart Plate,,smart plate,3844,Smart Plate,111780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smart Start Of California,,smart start of california,3466,Smart Start Of California,111194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smartdrive Systems, Inc",,smartdrive systems,3778,Smartdrive Systems Inc,111125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smith River Rancheria,,smith river rancheria,3945,Smith River Rancheria,109922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snap Learning,,snap learning,4208,Snap Learning,111399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sncf Voyages Developpement,,sncf voyages developpement,3711,Sncf Voyages Developpement,112021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sng Development Company,,sng development company,180,Sng Development Company,114265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snorac, LLC",,snorac,115084,"Snorac, Llc.",121064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
So Cal Chapter Of Rci Inc.,,so cal chapter of rci,2992,So Cal Chapter Of Rci Inc,112829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soap And Detergent Association; The,,soap and detergent association,3320,Soap And Detergent Association The,112420,The Soap And Detergent Association,113224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soboba Band Of Mission Indians,,soboba band of mission indians,515,Soboba Band Of Mission Indians,113937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Compassion In Legislation,,social compassion in legislation,3250,Social Compassion In Legislation,110770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Social Model Recovery Systems, Inc.",,social model recovery systems,101912,Social Model Recovery Systems,103456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Society for Allergy Friendly Environmental Gardening,,society for allergy friendly environmental gardening,95216,Society for Allergy Friendly Environmental  Gardening,98738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Society For Human Resource Management,,society for human resource management,5073,Society For Human Resource Management,108151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Society Of California Care Home Operators Inc.,,society of california care home operators,18005,Society Of California Care Home Operators Inc,110603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Society Of California Care Home Operatorsinc.,,society of california care home operatorsinc,543,Society Of California Care Home Operatorsinc,111656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Society Of Certified Senior Advisors,,society of certified senior advisors,3172,Society Of Certified Senior Advisors,112424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Society Of Orthopaedic Surgeons, Inc.",,society of orthopaedic surgeons,116498,Society Of Orthopaedic Surgeons,119713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Society Of Plastics Industry,,society of plastics industry,890,Society Of Plastics Industry,113267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Society Of Professional Engineers, Inc.",,society of professional engineers,115128,Society Of Professional Engineers,121820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Society Of The Plastics Industry,,society of the plastics industry,15537,Society Of The Plastics Industry,110920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soco West, Inc.",,soco west,4630,Soco West Inc,110826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Socrata,,socrata,98174,"Socrata, Inc.",107312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodexho Inc.,,sodexho,726,Sodexho Inc,111315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodexo Inc.,,sodexo,17375,Sodexo Inc,109182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soho Properties Inc.,,soho properties,115057,Soho Properties,121013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solana Beach Elementary School District,,solana beach elementary school district,1116,Solana Beach Elementary School District,113923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano County Water Agency,,solano county water agency,1037,Solano County Water Agency,109860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano Tranportation Authority,,solano tranportation authority,1988,Solano Tranportation Authority,112448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar City Corporation,,solar city corporation,4218,Solar City Corporation,111397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar Energy Industries Association,,solar energy industries association,5622,Solar Energy Industries Association,111332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar Energy Industry Association,,solar energy industry association,17728,Solar Energy Industry Association,110180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar Reserve,,solar reserve,3548,Solar Reserve,112123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solazyme,,solazyme,35558,"Solazyme, Inc.",96218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soledad Enrichment Action,,soledad enrichment action,2300,Soledad Enrichment Action,107605,Soledad Enrichment Action Inc  ,110979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soledad, City Of",,city of soledad,3302,City of Soledad,98573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solera Holdings, Inc.",,solera holdings,3119,Solera Holdings Inc,112583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solid Waste Association of North America,,solid waste association of north america,29412,The Solid Waste Association of North America,94752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solid Waste Association Of Orange County,,solid waste association of orange county,2229,Solid Waste Association Of Orange County,110387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solis Group The,,solis group,3531,Solis Group The,111779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solix, Inc.",,solix,16838,Solix Inc,109497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solutia Inc.,,solutia,3559,Solutia Inc,111881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solvay Pharmaceuticals, Inc.",,solvay pharmaceuticals,3040,Solvay Pharmaceuticals,112575,Solvay Pharmaceuticals Inc,112802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solyndra, Inc.",,solyndra,3650,Solyndra Inc,112060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonic Healthcare Usa,,sonic healthcare usa,4322,Sonic Healthcare Usa,111288,Sonic Healthcare Usa,111321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma Clean Power,,sonoma clean power,4883,Sonoma Clean Power,110605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma County Agricultural Preservation And Open Space District,,sonoma county agricultural preservation and open space district,4475,Sonoma County Agricultural Preservation And Open Space District,109498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma County Fair and Event Center,,sonoma county fair and event center,100090,Sonoma County Fair And Event Center,108548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma County Office Of Education,,sonoma county office of education,816,Sonoma County Office Of Education,111236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma County Superintendent Of Schools,,sonoma county superintendent of schools,2369,Sonoma County Superintendent Of Schools,110392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma County Water Agency,,sonoma county water agency,1737,Sonoma County Water Agency,108907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma Land Trust,,sonoma land trust,5539,Sonoma Land Trust,109113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony Bmg Music Entertainment,,sony bmg music entertainment,1498,Sony Bmg Music Entertainment,113772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony Pictures Entertainment,,sony pictures entertainment,1526,Sony Pictures Entertainment,110046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soper-Wheeler Company LLC,,soper-wheeler company,38217,Soper-Wheeler Company,94109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soroban Capital Partners LLC,,soroban capital partners,4408,Soroban Capital Partners LLC,107914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sothebys,,sothebys,46076,Sotheby's,115106,Sotheby's Inc.,117488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sound Energy Solutions,,sound energy solutions,1666,Sound Energy Solutions,112798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South Bay Expressway, L.P.",,south bay expressway,2806,South Bay Expressway LP,111799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Bay Irrigation District,,south bay irrigation district,3420,South Bay Irrigation District,112242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Coast Air Quality Management District,,south coast air quality management district,496,South Coast Air Quality Management District,107616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Coast Water District,,south coast water district,2260,South Coast Water District,112370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Delta Water Agency,,south delta water agency,2953,South Delta Water Agency,108591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Lake Tahoecity Of,,south lake tahoecity of,2255,South Lake Tahoecity Of,110818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Orange County Community College District,,south orange county community college district,3704,South Orange County Community College District,108546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Orange County Democratic Club,,south orange county democratic club,93370,The South Orange County Democratic Club,100230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South San Joaquin Irrigation District,,south san joaquin irrigation district,1095,South San Joaquin Irrigation District,109360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Tahoe Public Utility District,,south tahoe public utility district,2421,South Tahoe Public Utility District,109023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Yuba River Citizens League,,south yuba river citizens league,6780,South Yuba River Citizens' League,95575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern California Association Of Governments,,southern california association of governments,783,Southern California Association Of Governments,107501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern California Chapter Of The National Private Duty Association,,southern california chapter of the national private duty association,4359,Southern California Chapter Of The National Private Duty Association,111306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern California Contractors' Association,,southern california contractors association,1286,Southern California Contractors Association,111673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern California Edison,,southern california edison,5251,Southern California Edison,107998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern California Golf Association,,southern california golf association,1616,Southern California Golf Association,113121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern California Grantmakers,,southern california grantmakers,3499,Southern California Grantmakers,112145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern California Marine Association,,southern california marine association,424,Southern California Marine Association,111307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern California Ready Mixed Concrete Association,,southern california ready mixed concrete association,1038,Southern California Ready Mixed Concrete Association,113962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern California Regional Occupational Center,,southern california regional occupational center,1911,Southern California Regional Occupational Center,110057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern California Regional Rail Authority,,southern california regional rail authority,327,Southern California Regional Rail Authority,111690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern California Rock Products Association,,southern california rock products association,1039,Southern California Rock Products Association,113961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern California Workers' Compensation Defense Attorneys Association,,southern california workers compensation defense attorneys association,1700,Southern California Workers Compensation Defense Attorneys Association,113420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern San Joaquin Valley Water Quality Coalition,,southern san joaquin valley water quality coalition,3292,Southern San Joaquin Valley Water Quality Coalition,112457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southwest Airlines Co.,,southwest airlines,2441,Southwest Airlines,108509,Southwest Airlines Co,113344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Southwest Resource Services, Inc.",,southwest resource services,19304,Southwest Resource Services Inc,108870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southwest Transportation Agency,,southwest transportation agency,3382,Southwest Transportation Agency,111827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Special Needs Network, Inc.",,special needs network,10804,Special Needs Network,97448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specialized Bicycle Components, Inc.",,specialized bicycle components,95773,Specialized Bicycle Components,97999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specialty Equipment Market Association,,specialty equipment market association,273,Specialty Equipment Market Association,114236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specialty Minerals Inc.,,specialty minerals,99845,Specialty Minerals,107191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specific Street, LLC",,specific street,119194,Specific Street LLC,120291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedy Cash Inc,,speedy cash,1506,Speedy Cash Inc,113676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spi: The Plastics Industry Trade Association,,spi: the plastics industry trade association,18759,SPI:  The Plastics Industry Trade Association,100242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Splunk,,splunk,58452,Splunk Inc.,117426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spm Products LLC,,spm products,4424,Spm Products LLC,108488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sportfishing Conservancy; The,,sportfishing conservancy,4457,The Sportfishing Conservancy,98809,Sportfishing Conservancy The,111204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sportime, Llc.",,sportime,2341,Sportime LLC,112708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sporting Arms And Ammunition Manufacturers' Institute, Inc.",,sporting arms and ammunition manufacturers institute,2384,Sporting Arms And Ammunition Manufacturers Institute Inc,108408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sports & Arts In Schools Foundation,,sports & arts in schools foundation,114874,Sports & Arts In Schools Foundation INC,119721,"Sports & Arts In Schools Foundation, INC",117352.0,"Sports & Arts In Schools Foundation, Inc.",117647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sportsmen In Labor Coalition,,sportsmen in labor coalition,2655,Sportsmen In Labor Coalition,113069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spray Polyurethane Foam Alliance,,spray polyurethane foam alliance,4867,Spray Polyurethane Foam Alliance,110615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sprinkler Fitters Association Of California,,sprinkler fitters association of california,5487,Sprinkler Fitters Association Of California,109574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sprint Communications Company, L.P.",,sprint communications company,1227,Sprint Communications Company LP,113884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sprint Corp.,,sprint corp,18939,Sprint Corp,109310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sqm North America Corporation,,sqm north america corporation,2134,Sqm North America Corporation,113525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ssa Marine,,ssa marine,1331,Ssa Marine,110753,Ssa Marine,111108.0,Ssa Marine,114369.0,Ssa Marine Inc,109103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"St. Ann's Of Greater Rochester, Inc.",,st. anns of greater rochester,117323,St. Ann's Of Greater Rochester,120214,St. Anns Of Greater Rochester,122634.0,"St. Anns Of Greater Rochester, Inc.",120631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. George Spirits,,st. george spirits,57290,"St. George Spirits, Inc.",98757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. John's Riverside Hospital,,st. johns riverside hospital,116102,St. Johns Riverside Hospital,120719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Joseph's Hospital Health Center,,st. josephs hospital health center,117845,St. Josephs Hospital Health Center,119385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lukes Cornwall Hospital,,st. lukes cornwall hospital,115012,St. Luke's Cornwall Hospital,118285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"St. Mary's Healthcare System For Children, Inc.",,st. marys healthcare system for children,116490,"St. Marys Healthcare System For Children, Inc.",118384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Peters Hospital,,st. peters hospital,119893,St. Peter's Hospital,122037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stack Labs Inc.,,stack labs,19232,Stack Labs Inc,108921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staff Care Inc.,,staff care,1702,Staff Care Inc,112821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StaffChex,,staffchex,3702,Staffchex,112026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staffing Association,,staffing association,114935,"Staffing Association, Inc.",121132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stahl York Avenue Co., LLC",,stahl york avenue,114885,Stahl York Avenue LLC,122772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stallion Springs Community Services District,,stallion springs community services district,655,Stallion Springs Community Services District,110274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanbridge College,,stanbridge college,4965,Stanbridge College,110542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Standard Pacific Capital, LLC",,standard pacific capital,4332,Standard Pacific Capital LLC,107884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Standard Register Company, The",,standard register company,3272,Standard Register Company The,112487,Standard Register Company,120386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
