293386	`201720180AB225`	`A`	`ABPCA`	`CX19`	`Assembly Revenue and Taxation`	`Caballero`	2017-03-10 15:10:16	2017-03-06 00:00:00	NULL	BILL_ANALYSIS_TBL_71.lob	`Y`	`Y`	`highlasl`	2017-03-10 15:10:16
293684	`201720180AB226`	`A`	`ABPCA`	`CX03`	`Assembly Education`	`Cervantes`	2017-03-20 16:14:59	2017-03-14 00:00:00	NULL	BILL_ANALYSIS_TBL_72.lob	`Y`	`Y`	`rupertfg`	2017-03-20 16:14:59
293613	`201720180AB227`	`A`	`ABPCA`	`CX11`	`Assembly Human Services`	`Mayes`	2017-03-17 17:30:22	2017-01-26 00:00:00	NULL	BILL_ANALYSIS_TBL_73.lob	`Y`	`Y`	`fraustin`	2017-03-17 17:30:22
293278	`201720180AB229`	`A`	`ABPCA`	`CX18`	`Assembly Public Safety`	`Baker`	2017-02-27 09:41:09	2017-01-26 00:00:00	NULL	BILL_ANALYSIS_TBL_74.lob	`Y`	`Y`	`potterel`	2017-02-27 09:41:09
293442	`201720180AB23`	`A`	`ABPCA`	`CX03`	`Assembly Education`	`Ridley-Thomas`	2017-03-13 15:30:56	2017-01-31 00:00:00	NULL	BILL_ANALYSIS_TBL_75.lob	`Y`	`Y`	`rupertfg`	2017-03-13 15:30:56
293387	`201720180AB230`	`A`	`ABPCA`	`CX19`	`Assembly Revenue and Taxation`	`Chávez`	2017-03-10 15:10:26	2017-01-26 00:00:00	NULL	BILL_ANALYSIS_TBL_76.lob	`Y`	`Y`	`highlasl`	2017-03-10 15:10:26
293489	`201720180AB233`	`A`	`ABPCA`	`CX03`	`Assembly Education`	`Gloria`	2017-03-16 10:49:40	2017-03-08 00:00:00	NULL	BILL_ANALYSIS_TBL_77.lob	`Y`	`Y`	`rupertfg`	2017-03-16 10:49:40
293425	`201720180AB234`	`A`	`ABPCA`	`CX09`	`Assembly Higher Education`	`Steinorth`	2017-03-13 10:53:43	2017-01-26 00:00:00	NULL	BILL_ANALYSIS_TBL_78.lob	`Y`	`Y`	`teelke`	2017-03-13 10:53:43
293448	`201720180AB235`	`A`	`ABPCA`	`CX03`	`Assembly Education`	`O'Donnell`	2017-03-13 15:48:17	2017-03-09 00:00:00	NULL	BILL_ANALYSIS_TBL_79.lob	`Y`	`Y`	`rupertfg`	2017-03-13 15:48:17
293317	`201720180AB236`	`A`	`ABPCA`	`CX11`	`Assembly Human Services`	`Maienschein`	2017-03-03 16:03:12	2017-01-30 00:00:00	NULL	BILL_ANALYSIS_TBL_80.lob	`Y`	`Y`	`fraustin`	2017-03-03 16:03:12
293490	`201720180AB24`	`A`	`ABPCA`	`CX03`	`Assembly Education`	`Eggman`	2017-03-16 10:54:08	2016-12-05 00:00:00	NULL	BILL_ANALYSIS_TBL_81.lob	`Y`	`Y`	`rupertfg`	2017-03-16 10:54:08
293426	`201720180AB240`	`A`	`ABPCA`	`CX09`	`Assembly Higher Education`	`Lackey`	2017-03-13 10:53:51	2017-03-06 00:00:00	NULL	BILL_ANALYSIS_TBL_82.lob	`Y`	`Y`	`teelke`	2017-03-13 10:53:51
293376	`201720180AB241`	`A`	`ABPCA`	`CX32`	`Assembly Privacy and Consumer Protection`	`Dababneh`	2017-03-10 12:37:03	2017-01-30 00:00:00	NULL	BILL_ANALYSIS_TBL_83.lob	`Y`	`Y`	`langtrje`	2017-03-10 12:37:03
293401	`201720180AB242`	`A`	`ABPCA`	`CX18`	`Assembly Public Safety`	`Arambula`	2017-03-13 09:19:48	2017-03-07 00:00:00	NULL	BILL_ANALYSIS_TBL_84.lob	`Y`	`Y`	`potterel`	2017-03-13 09:19:48
293308	`201720180AB245`	`A`	`ABPCA`	`CX05`	`Assembly Environmental Safety and Toxic Materials`	`Gomez`	2017-03-03 14:25:18	2017-01-30 00:00:00	NULL	BILL_ANALYSIS_TBL_85.lob	`Y`	`Y`	`estradpi`	2017-03-03 14:25:18
293309	`201720180AB246`	`A`	`ABPCA`	`CX05`	`Assembly Environmental Safety and Toxic Materials`	`Santiago`	2017-03-03 14:25:25	2017-01-30 00:00:00	NULL	BILL_ANALYSIS_TBL_86.lob	`Y`	`Y`	`estradpi`	2017-03-03 14:25:25
293310	`201720180AB247`	`A`	`ABPCA`	`CX05`	`Assembly Environmental Safety and Toxic Materials`	`Cristina Garcia`	2017-03-03 14:25:35	2017-02-27 00:00:00	NULL	BILL_ANALYSIS_TBL_87.lob	`Y`	`Y`	`estradpi`	2017-03-03 14:25:35
293311	`201720180AB248`	`A`	`ABPCA`	`CX05`	`Assembly Environmental Safety and Toxic Materials`	`Reyes`	2017-03-03 14:25:42	2017-01-30 00:00:00	NULL	BILL_ANALYSIS_TBL_88.lob	`Y`	`Y`	`estradpi`	2017-03-03 14:25:42
293312	`201720180AB249`	`A`	`ABPCA`	`CX05`	`Assembly Environmental Safety and Toxic Materials`	`Gomez`	2017-03-03 14:25:50	2017-01-30 00:00:00	NULL	BILL_ANALYSIS_TBL_89.lob	`Y`	`Y`	`estradpi`	2017-03-03 14:25:50
293500	`201720180AB250`	`A`	`ABPCA`	`CX16`	`Assembly Natural Resources`	`Gonzalez Fletcher`	2017-03-17 11:44:24	2017-03-13 00:00:00	NULL	BILL_ANALYSIS_TBL_90.lob	`Y`	`Y`	`devriejs`	2017-03-17 11:44:24
293388	`201720180AB252`	`A`	`ABPCA`	`CX19`	`Assembly Revenue and Taxation`	`Ridley-Thomas`	2017-03-10 15:10:35	2017-02-28 00:00:00	NULL	BILL_ANALYSIS_TBL_91.lob	`Y`	`Y`	`highlasl`	2017-03-10 15:10:35
293595	`201720180AB255`	`A`	`ABPCA`	`CX18`	`Assembly Public Safety`	`Gallagher`	2017-03-17 16:28:29	2017-01-31 00:00:00	NULL	BILL_ANALYSIS_TBL_92.lob	`Y`	`Y`	`potterel`	2017-03-17 16:28:29
293753	`201720180AB260`	`A`	`ATR`	`CZ01`	`ASSEMBLY FLOOR ANALYSIS`	`SANTIAGO`	2017-03-22 00:00:00	2017-03-16 00:00:00	NULL	BILL_ANALYSIS_TBL_93.lob	`Y`	`Y`	`BILL_ANALYSIS`	2017-03-22 16:38:06
293363	`201720180AB260`	`A`	`ABPCA`	`CX13`	`Assembly Judiciary`	`Santiago`	2017-03-10 11:05:05	2017-01-31 00:00:00	NULL	BILL_ANALYSIS_TBL_94.lob	`Y`	`Y`	`morantcm`	2017-03-10 11:05:05
293436	`201720180AB263`	`A`	`ABPCA`	`CX14`	`Assembly Labor and Employment`	`Rodriguez`	2017-03-13 13:31:33	2017-03-08 00:00:00	NULL	BILL_ANALYSIS_TBL_95.lob	`Y`	`Y`	`ericksll`	2017-03-13 13:31:33
293642	`201720180AB264`	`A`	`ABPCA`	`CX18`	`Assembly Public Safety`	`Low`	2017-03-20 09:13:35	2017-03-09 00:00:00	NULL	BILL_ANALYSIS_TBL_96.lob	`Y`	`Y`	`potterel`	2017-03-20 09:13:35
293403	`201720180AB266`	`A`	`ABPCA`	`CX18`	`Assembly Public Safety`	`Thurmond`	2017-03-13 09:20:06	2017-02-01 00:00:00	NULL	BILL_ANALYSIS_TBL_97.lob	`Y`	`Y`	`potterel`	2017-03-13 09:20:06
293398	`201720180AB27`	`A`	`ABPCA`	`CX18`	`Assembly Public Safety`	`Melendez`	2017-03-13 09:19:25	2016-12-05 00:00:00	NULL	BILL_ANALYSIS_TBL_98.lob	`Y`	`Y`	`potterel`	2017-03-13 09:19:25
293404	`201720180AB270`	`A`	`ABPCA`	`CX18`	`Assembly Public Safety`	`Gallagher`	2017-03-13 09:20:13	2017-03-01 00:00:00	NULL	BILL_ANALYSIS_TBL_99.lob	`Y`	`Y`	`potterel`	2017-03-13 09:20:13
293326	`201720180AB273`	`A`	`ABPCA`	`CX11`	`Assembly Human Services`	`Aguiar-Curry`	2017-03-07 08:56:22	2017-02-01 00:00:00	NULL	BILL_ANALYSIS_TBL_100.lob	`Y`	`Y`	`fraustin`	2017-03-07 08:56:22
293587	`201720180AB275`	`A`	`ABPCA`	`CX08`	`Assembly Health`	`Wood`	2017-03-17 15:52:11	2017-03-08 00:00:00	NULL	BILL_ANALYSIS_TBL_101.lob	`Y`	`Y`	`rodgerpm`	2017-03-17 15:52:11
293427	`201720180AB276`	`A`	`ABPCA`	`CX09`	`Assembly Higher Education`	`Medina`	2017-03-13 10:53:58	2017-03-08 00:00:00	NULL	BILL_ANALYSIS_TBL_102.lob	`Y`	`Y`	`teelke`	2017-03-13 10:53:58
293570	`201720180AB277`	`A`	`ABPCA`	`CX24`	`Assembly Water, Parks and Wildlife`	`Mathis`	2017-03-17 15:23:19	2017-03-13 00:00:00	NULL	BILL_ANALYSIS_TBL_103.lob	`Y`	`Y`	`shinch`	2017-03-17 15:23:19
